"","X","fips","state","county","area","avg_income","bls.2016.employed","bls.2016.labor_force","bls.2016.unemployed","covid.confirmed.2020.05.04","covid.confirmed.2020.05.11","covid.confirmed.2020.05.18","covid.confirmed.2020.05.25","covid.confirmed.2020.06.01","covid.confirmed.2020.06.08","covid.confirmed.2020.06.15","covid.confirmed.2020.06.22","covid.confirmed.2020.06.29","covid.confirmed.2020.07.06","covid.confirmed.2020.07.13","covid.confirmed.2020.07.20","covid.confirmed.2020.07.27","covid.confirmed.2020.08.03","covid.confirmed.2020.08.10","covid.confirmed.2020.08.17","covid.confirmed.2020.08.24","covid.confirmed.2020.08.31","covid.confirmed.2020.09.07","covid.confirmed.2020.09.14","covid.confirmed.2020.09.21","covid.confirmed.2020.09.28","covid.confirmed.2020.10.05","covid.confirmed.2020.10.12","covid.confirmed.2020.10.19","covid.confirmed.2020.10.26","covid.confirmed.2020.11.02","covid.confirmed.2020.11.09","covid.confirmed.2020.11.16","covid.confirmed.2020.11.23","covid.confirmed.2020.11.30","covid.deaths.2020.05.04","covid.deaths.2020.05.11","covid.deaths.2020.05.18","covid.deaths.2020.05.25","covid.deaths.2020.06.01","covid.deaths.2020.06.08","covid.deaths.2020.06.15","covid.deaths.2020.06.22","covid.deaths.2020.06.29","covid.deaths.2020.07.06","covid.deaths.2020.07.13","covid.deaths.2020.07.20","covid.deaths.2020.07.27","covid.deaths.2020.08.03","covid.deaths.2020.08.10","covid.deaths.2020.08.17","covid.deaths.2020.08.24","covid.deaths.2020.08.31","covid.deaths.2020.09.07","covid.deaths.2020.09.14","covid.deaths.2020.09.21","covid.deaths.2020.09.28","covid.deaths.2020.10.05","covid.deaths.2020.10.12","covid.deaths.2020.10.19","covid.deaths.2020.10.26","covid.deaths.2020.11.02","covid.deaths.2020.11.09","covid.deaths.2020.11.16","covid.deaths.2020.11.23","covid.deaths.2020.11.30","deaths.firearm.suicides","deaths.homicides","deaths.suicides","deaths.vehicle","elections.2008.dem","elections.2008.gop","elections.2008.total","elections.2012.dem","elections.2012.gop","elections.2012.total","elections.2016.dem","elections.2016.gop","elections.2016.total","elections.2020.dem","elections.2020.gop","elections.2020.total","fatal_police_shootings.firearmed.2017","fatal_police_shootings.firearmed.2018","fatal_police_shootings.firearmed.2019","fatal_police_shootings.firearmed.2020","fatal_police_shootings.total.2017","fatal_police_shootings.total.2018","fatal_police_shootings.total.2019","fatal_police_shootings.total.2020","fatal_police_shootings.unarmed.2017","fatal_police_shootings.unarmed.2018","fatal_police_shootings.unarmed.2019","fatal_police_shootings.unarmed.2020","female","land_area","male","noaa.prcp","noaa.snow","noaa.temp","num_police","police_deaths","population.2010","population.2011","population.2012","population.2013","population.2014","population.2015","population.2016","population.2017","population.2018","population.2019","race_demographics.asian_alone_female","race_demographics.asian_alone_male","race_demographics.black_alone_female","race_demographics.black_alone_male","race_demographics.hispanic_female","race_demographics.hispanic_male","race_demographics.non_hispanic_white_alone_female","race_demographics.non_hispanic_white_alone_male","POPESTIMATE","POPEST_MALE","POPEST_FEM","AGE18PLUS_TOT","AGE18PLUS_MALE","AGE18PLUS_FEM","MEDIAN_AGE_TOT","MEDIAN_AGE_MALE","MEDIAN_AGE_FEM"
"32",32,1063,"Alabama","greene county",1709.198206,32359,2598,2884,286,61,73,86,91,95,99,132,154,164,186,200,220,239,245,256,263,275,285,292,295,300,303,310,326,333,345,351,361,377,402,428,1,3,4,4,4,5,5,5,7,8,9,9,11,11,11,13,14,15,15,15,15,15,15,15,16,16,17,17,17,17,18,14,26,20,34,4408,876,5305,4514,799,5328,4006,838,4862,3884,875,4767,0,0,0,0,0,0,0,0,0,0,0,0,4282,1675.782063,3829,52.66,NA,63.5,43,0,8991,8903,8848,8748,8584,8508,8482,8310,8209,8111,0.00147947232153865,0.00135618296141043,0.425225003082234,0.373936629268894,0.00813709776846258,0.00900012328936013,0.0900012328936013,0.0854395265688571,8111,3829,4282,6343,2933,3410,44,40.9,47
"33",33,1065,"Alabama","hale county",1700.330463,36585,5548,6006,458,56,72,91,133,175,207,240,267,286,319,368,406,438,468,496,519,540,559,576,595,615,649,669,703,745,777,798,833,876,916,978,2,2,2,4,9,11,15,18,20,21,23,23,23,26,26,26,26,28,28,28,28,28,28,29,29,30,30,30,30,31,31,20,34,24,52,4982,3200,8214,5401,3205,8628,4772,3172,8010,4663,3192,7892,0,0,0,0,0,0,0,0,0,0,0,0,7701,1667.907107,6950,55.1766666666667,0.3,64.6,27,0,15745,15361,15364,15246,15046,15015,14828,14801,14749,14651,0.0017063681659955,0.00129683980615658,0.313357450003413,0.266807726435056,0.00668896321070234,0.00757627465702,0.20094191522763,0.196232339089482,14651,6950,7701,11279,5197,6082,40.8,38.8,42.4
"34",34,1067,"Alabama","henry county",1471.913438,40360,6311,6749,438,27,30,40,67,80,89,108,119,129,137,158,197,235,257,278,293,345,376,409,442,475,508,570,602,631,719,752,782,816,842,875,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,35,24,44,35,3018,5585,8648,3046,5605,8700,2286,5623,8017,2606,6607,9282,1,0,0,0,1,0,0,0,0,0,0,0,8896,1454.926615,8309,54.64,0.1,66.4,44,0,17296,17377,17153,17129,17079,17101,17072,17115,17173,17205,0.002324905550712,0.0019180470793374,0.136995059575705,0.121883173496077,0.0130194710839872,0.0138913106655042,0.357802964254577,0.337576285963383,17205,8309,8896,13697,6490,7207,45.3,43.3,46.8
"35",35,1069,"Alabama","houston county",1506.537669,42398,42156,44735,2579,97,107,137,177,221,246,325,360,435,522,656,908,1191,1366,1472,1594,1922,2061,2273,2530,2727,2935,3368,3511,3631,4180,4341,4516,4791,5070,5377,3,3,3,4,4,5,5,5,6,6,9,10,14,14,14,15,17,19,20,20,22,21,23,25,32,34,35,36,37,38,38,147,94,195,185,12225,29254,41735,12348,29214,41843,10547,30567,42030,12917,32618,46068,0,0,0,0,0,0,0.13715710723192,0,0,0,0,0,55254,1501.807104,50628,55.91,0.1,66.5,414,0,101798,102488,103371,103643,104158,104260,104218,104378,104770,105882,0.00623335411118037,0.00450501501671672,0.146776600366446,0.126886534066225,0.0161594983094388,0.0181333937779793,0.341918361950095,0.318845507262802,105882,50628,55254,81594,38076,43518,40,38.3,41.6
"36",36,1071,"Alabama","jackson county",2918.308795,36567,22193,23681,1488,50,60,63,71,81,94,125,155,208,288,447,582,679,842,1044,1168,1258,1318,1375,1422,1516,1589,1694,1834,1991,2175,2359,2491,2728,2919,3298,2,2,2,2,2,3,3,3,3,3,3,4,5,5,6,7,7,9,9,10,11,11,12,12,14,15,19,22,23,23,23,127,45,169,173,6374,14083,20874,5817,14422,20555,3663,16643,20785,3717,19670,23595,0,0,0,0,1,0,0,0,0,0,0,0,26259,2791.974087,25367,58.525,1.2,59.5333333333333,176,0,53184,53214,53079,52957,52562,52195,51988,51828,51621,51626,0.0032735443381242,0.00255685119900825,0.0176267772052842,0.0172974857629876,0.0145663038004106,0.0161159105876884,0.453492426296827,0.436969743927478,51626,25367,26259,40943,19812,21131,44,42.7,45.1
"37",37,1073,"Alabama","jefferson county",2910.677194,54730,294630,312478,17848,992,1131,1355,1630,1859,2078,2571,3069,4099,5461,7091,9003,10710,12076,13530,14379,15084,16426,17389,18253,19123,19833,20731,21516,22400,23443,24597,26003,28140,30620,33064,48,61,74,91,103,109,118,126,136,154,172,187,205,227,246,264,288,303,312,318,337,350,354,362,372,377,388,403,461,491,500,1012,1990,1493,1153,166121,149921,318524,159658,141413,303424,151581,130614,290111,181688,138843,324109,4.69452755083571,1.86854763483314,1.99987167655198,1,5.69452755083571,2.76315783695056,1.99987167655198,1,0,0,0,0,347341,2877.921069,311232,55.68,0.94,62.2666666666667,3046,1,658215,658109,658061,659265,659972,660455,660343,659599,659429,658573,0.00939455458999989,0.00850171507182955,0.236436962948678,0.198231631117583,0.0191717546877871,0.0216331371009744,0.256278347275093,0.238869495105326,658573,311232,347341,508723,235033,273690,37.9,36.2,39.4
"38",38,1075,"Alabama","lamar county",1568.145315,33496,5392,5713,321,12,13,15,20,26,29,46,56,71,79,90,135,177,204,237,255,277,291,303,318,353,377,402,423,457,506,533,559,584,626,689,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,5,5,6,7,7,7,8,31,NA,37,38,1614,5419,7075,1643,5453,7159,1035,5819,6931,978,6174,7185,0,0,0,0,0,0,0,0,0,0,0,0,7045,1566.544636,6760,57.725,0.65,61.9,34,0,14496,14291,14248,14212,14067,13927,13928,13882,13882,13805,0.000579500181093807,0.000507062658457081,0.0545454545454545,0.0487504527345165,0.00854762767113365,0.0105034407823252,0.437739949293734,0.422383194494748,13805,6760,7045,10853,5248,5605,44.6,43.5,45.7
"39",39,1077,"Alabama","lauderdale county",1863.755025,37151,39998,42703,2705,63,96,115,138,166,188,251,299,394,498,603,776,932,1079,1203,1257,1360,1437,1511,1565,1653,1740,1832,1935,2063,2313,2765,2963,3360,3829,4223,2,2,2,2,2,3,3,4,4,6,6,8,9,12,19,21,22,24,26,31,33,33,37,37,40,42,43,47,51,53,54,147,84,214,171,13329,24068,38104,12504,23902,36908,9877,27735,38813,11915,31721,44173,0,0,0,1,0,0,0,1,0,0,0,0,48239,1730.742958,44490,57.93,2.2,59,223,0,92737,92607,92662,92701,93000,92459,92425,92564,92604,92729,0.00430286102513777,0.00387149651133949,0.0540931100303034,0.0460805141865005,0.0144399270993972,0.0141595401654283,0.438579085291548,0.407164964574189,92729,44490,48239,74683,35293,39390,41.6,39.6,43.5
"40",40,1079,"Alabama","lawrence county",1857.546573,34125,12828,13775,947,14,26,33,44,50,55,66,79,100,113,149,188,265,316,361,383,425,476,523,556,592,628,662,729,792,861,946,1007,1080,1224,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,5,12,20,23,26,28,30,32,33,35,35,36,36,79,36,103,99,5164,9277,14680,5055,8855,14079,3611,10732,14623,3562,12322,16010,0,0,0,0,0,0,0,0,0,0,0,0,16890,1788.859207,16034,57.16,2.4,60.4,52,0,34342,34051,33806,33575,33444,33135,33227,33063,32941,32924,0.00121491920787268,0.00100230834649496,0.0575871704531649,0.0512088446118333,0.0114202405540032,0.0122403110193172,0.390353541489491,0.372676467014944,32924,16034,16890,25831,12398,13433,43,41.7,44.5
"41",41,1081,"Alabama","lee county",1595.041265,38036,68867,72653,3786,403,429,450,512,550,594,726,881,1157,1435,1695,2117,2448,2651,2877,3029,3338,4564,5146,5502,5751,5945,6156,6325,6439,6550,6736,6926,7240,7539,7814,28,30,31,32,33,34,35,35,37,38,38,39,43,44,51,51,51,54,58,60,59,60,61,64,66,64,64,64,64,64,66,166,184,238,202,21498,32230,54325,21274,32062,54115,20987,34321,57668,27860,42221,71100,0,0,0,0,0.0206153100746802,0,0,0,0,0,0,0,83702,1573.550101,80840,53.6166666666667,0.5,63.1666666666667,352,1,140794,144130,148567,151809,154511,156954,159168,161440,163656,164542,0.0197274859914186,0.0219639970341919,0.123524692783605,0.10582708366253,0.0174666650460065,0.019551239197287,0.340587813445807,0.336224185922135,164542,80840,83702,129821,63044,66777,32.8,31.3,34.3
"42",42,1083,"Alabama","limestone county",1572.607602,42546,38720,40853,2133,47,57,65,80,108,135,228,275,398,506,671,889,1064,1218,1376,1486,1580,1687,1762,1867,2001,2135,2298,2523,2692,2893,3141,3380,3689,4045,4333,0,0,0,0,0,0,0,0,0,0,4,6,11,14,14,14,15,16,19,19,19,20,22,23,27,30,34,37,41,44,45,130,66,175,175,9536,23598,33551,9809,25263,35406,9340,28824,39400,13672,34640,49060,0.00013853116086992,6.92655804349599e-05,0.00761847257492605,1.00013853116087,0.00020779674130488,6.92655804349599e-05,0.00761847257492605,1.00013853116087,0,0,0,0,49471,1450.278151,49444,54.4933333333333,1.1,60.4,193,0,83181,85557,87326,88916,90599,91565,92847,94130,96177,98915,0.00957387656068341,0.00723853813880605,0.0671687812768539,0.0719607744022646,0.0304908254561998,0.0316736592023454,0.380943234089875,0.377303745640196,98915,49444,49471,76842,38361,38481,40,39.2,40.9
"43",43,1085,"Alabama","lowndes county",1877.923215,38991,3414,3815,401,75,103,133,203,252,290,397,425,461,474,497,522,551,564,586,595,604,619,630,635,649,657,662,682,699,714,731,745,763,787,802,1,6,9,10,12,13,15,15,19,21,24,25,26,26,26,26,26,26,27,27,27,27,27,27,27,28,29,29,29,29,29,11,51,13,55,5449,1809,7278,5747,1754,7519,4882,1751,6676,4972,1836,6834,0,0,0,0,0,1,0.13549459684123,0,0,0,0,0,5156,1854.20138,4570,51.91,0,65.1,40,1,11289,11140,10851,10661,10494,10350,10248,10097,9974,9726,0.00236479539378984,0.00246761258482418,0.391630680649805,0.332510795805059,0.00987045033929673,0.00873946123791898,0.126259510590171,0.12482006991569,9726,4570,5156,7587,3495,4092,42.4,39.8,44.6
"44",44,1087,"Alabama","macon county",1588.201098,32919,7301,7900,599,40,49,54,63,85,100,127,149,167,203,228,267,301,319,351,366,400,435,456,466,478,483,492,515,529,537,569,612,655,700,745,2,2,2,2,4,5,6,6,8,9,9,10,12,13,14,15,17,19,19,19,20,18,18,18,19,20,20,20,20,20,22,25,92,31,59,9450,1396,10877,9045,1322,10385,7237,1394,8748,7108,1541,8701,0,0,0,0,0,0,0,0,0,0,0,0,9850,1576.801788,8218,53.21,0.2,64.4,89,0,21505,21284,20608,20021,19641,19296,19060,18793,18321,18068,0.00204781934912553,0.0039295992915652,0.447199468673899,0.356541952623423,0.0085787026787691,0.0104051361523135,0.0829090104051362,0.0816913880894399,18068,8218,9850,14972,6649,8323,39.9,38,41.9
"45",45,1089,"Alabama","madison county",2104.922606,51445,165388,174275,8887,237,250,278,305,343,386,587,733,1021,1516,2573,3633,4516,5116,5561,5872,6089,6473,6867,7216,7630,7978,8276,8605,8999,9394,9852,10459,11438,12410,13596,4,4,4,4,4,5,5,6,7,8,10,15,25,30,39,42,44,57,64,72,75,78,78,83,92,96,101,105,118,146,148,475,330,731,470,64117,86965,152899,61802,90679,154632,62435,89199,159473,87286,102780,193765,1.99986146883913,0.999930734419565,1.99238152742507,1.99986146883913,2.9997922032587,0.999930734419565,1.99238152742507,1.99986146883913,0,0,0,0,190543,2076.145098,182366,55.08,2.4,60.85,986,1,336095,339565,342730,346625,349796,352977,356729,361762,367004,372909,0.0146040991233786,0.0121530990134322,0.132756248843552,0.115854001914676,0.0251884508016701,0.026706247368661,0.324250688505775,0.320777991413455,372909,182366,190543,292195,141141,151054,38.6,37.2,40
"46",46,1091,"Alabama","marengo county",2545.106858,39801,7155,7703,548,66,83,104,141,171,187,222,238,274,314,363,430,496,527,574,604,626,639,668,693,701,726,748,898,967,1025,1069,1099,1134,1169,1231,3,4,6,6,6,6,9,11,11,11,11,11,13,14,16,18,18,18,19,19,19,20,19,20,21,22,23,23,23,24,24,24,32,26,57,5926,5516,11471,6154,5321,11509,5607,5224,10948,5488,5343,10890,0,1,0,0,0,1,0,0,0,0,0,0,10024,2530.140238,8839,54.52,0.1,62.7,47,0,20956,20661,20375,20119,19986,19766,19525,19396,19056,18863,0.00169644277156338,0.00132534591528389,0.282828818321582,0.233419922599799,0.013412500662673,0.0145788050681228,0.228966760324445,0.215289190478715,18863,8839,10024,14616,6724,7892,41.7,39.6,43.5
"47",47,1093,"Alabama","marion county",1925.840668,33264,11720,12547,827,85,96,103,116,122,126,146,173,202,237,313,441,508,573,614,659,735,791,842,892,948,971,1002,1022,1042,1097,1134,1215,1284,1345,1436,6,7,9,10,11,11,12,12,12,13,14,16,24,24,26,27,27,28,28,28,28,29,29,29,29,29,31,31,32,35,36,64,25,88,87,2600,9536,12355,2249,9696,12104,1432,11273,12912,1463,12205,13783,0,0,0,0,1,0,0,0,0,0,0,0,15083,1922.656984,14626,60.985,2.85,61.5,62,0,30816,30652,30484,30224,30199,30119,29960,29792,29750,29709,0.00191861052206402,0.00138005318253728,0.0162576996869635,0.0223501295903598,0.0123194991416742,0.0146083678346629,0.470328856575449,0.446968931973476,29709,14626,15083,23539,11449,12090,44.3,42.5,45.8
"48",48,1095,"Alabama","marshall county",1614.027318,36044,39535,41754,2219,355,576,632,652,700,744,901,1104,1463,1732,2065,2429,2761,3019,3275,3348,3550,3622,3673,3741,3879,3967,4038,4153,4267,4411,4593,4864,5355,5819,6353,7,8,9,9,9,9,9,9,9,10,12,19,26,31,38,39,40,42,42,42,43,43,45,45,48,50,52,53,53,53,55,174,53,242,229,7038,25727,33166,6271,25785,32455,4913,29217,34965,5943,33191,39569,0,0,0,1,0,0,0,1,0,0,0,0,49057,1465.528724,47717,54.1633333333333,0.6,61.5333333333333,259,0,93122,93895,94260,94356,94257,94585,95113,95572,96170,96774,0.00409200818401637,0.00296567259801186,0.0135573604480542,0.018248703164073,0.0678488023642714,0.0796288259243185,0.412848492363651,0.385392770785542,96774,47717,49057,72438,35292,37146,38.9,37.2,40.4
"49",49,1097,"Alabama","mobile county",4257.972286,38243,176094,188542,12448,1222,1474,1735,2033,2271,2461,2742,3036,3562,4153,5086,6178,7528,9144,10599,11177,11700,12259,12576,12875,13122,13471,13744,13983,14282,16934,17342,17807,18565,19306,19951,66,90,101,111,118,124,129,133,137,138,145,166,182,197,212,233,250,261,271,287,290,292,297,309,314,315,322,328,340,358,362,604,1040,963,849,82181,98049,181424,78417,94566,174189,68429,91087,163387,79474,101243,182655,0,2,1,2,2,2,1,3,1,0,0,0,216836,3184.127436,196374,64.27,0.1,67.425,1603,1,413315,413068,413816,413918,414149,414462,414945,414045,413908,413210,0.0110500713922703,0.00966336729507998,0.196529609641587,0.165777691730597,0.014689867137775,0.0154231504561845,0.291227221025629,0.273974492388858,413210,196374,216836,316868,147735,169133,38.1,36.6,39.4
"50",50,1099,"Alabama","monroe county",2679.127134,33456,6681,7344,663,13,15,20,33,43,62,136,163,190,240,275,340,402,442,476,501,521,545,553,571,576,590,597,610,627,648,668,692,732,768,790,1,1,2,2,2,2,2,2,2,2,4,4,4,5,6,7,7,7,7,9,8,8,8,9,9,10,10,10,10,10,10,41,43,49,79,5025,6175,11252,4897,5730,10680,4310,5771,10185,4455,6147,10655,0,0,0,0,0,0,0,0,0,0,0,0,10864,2656.517454,9869,52.83,0,65.1,84,0,23005,22796,22581,22170,21926,21717,21548,21290,21062,20733,0.00217045290117204,0.00245984662132832,0.223749577967491,0.186031929773791,0.0087782761780736,0.0079583273042975,0.275406357015386,0.265663435103458,20733,9869,10864,16360,7618,8742,44.1,42.4,45.5
"51",51,1101,"Alabama","montgomery county",2071.762038,43688,100202,106190,5988,438,642,863,1311,1758,2128,2910,3297,3777,4205,4649,5241,5920,6347,6970,7317,7642,7992,8236,8487,8688,8865,9029,9293,9691,10298,10760,11175,11644,12040,12435,8,15,20,33,43,54,69,81,96,105,114,127,141,146,152,156,158,163,166,170,173,184,186,189,196,197,210,219,224,232,236,303,642,416,321,62166,42031,104743,62993,38283,101781,58669,33928,94572,64529,33311,98763,0,1,0,1,0,2,0,1,0,0,0,0,120092,2033.764493,106394,51.13,0.2,64.8,3127,0,229505,229189,228874,228190,227551,227279,227170,227265,226504,226486,0.0168531388253579,0.0159259291965066,0.322103794495024,0.2711160954761,0.0176611357876425,0.0191799934653798,0.167939740204693,0.159051773619561,226486,106394,120092,173598,79789,93809,36.8,34.9,38.4
"52",52,1103,"Alabama","morgan county",1551.534146,39991,52056,55092,3036,76,95,116,182,287,395,644,766,948,1134,1413,1744,2022,2257,2452,2563,2705,2910,3002,3094,3214,3327,3481,3691,3945,4182,4567,4924,5466,6182,6861,0,0,1,1,1,1,2,2,3,5,5,10,14,17,20,23,24,24,24,25,26,28,31,32,32,35,36,40,41,47,50,232,110,338,214,13895,36014,50542,13401,35309,49198,11216,37392,49991,13234,39664,53603,0,0,0,0,0,0,0,0,0,0,0,0,60791,1500.60227,58888,54.04,2.4,60.6,378,0,119608,120024,120102,119571,119444,119257,119006,118918,119203,119679,0.00386868205783805,0.00297462378529232,0.0679150059743146,0.0629767962633378,0.0401574211014464,0.0472931759122319,0.383793313781031,0.366772783863502,119679,58888,60791,92334,44894,47440,40.8,39.4,42.2
"53",53,1105,"Alabama","perry county",1874.838401,30535,3123,3481,358,16,19,21,35,42,50,75,88,132,179,257,343,418,452,475,491,507,517,527,538,538,542,544,572,579,593,606,619,641,668,690,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,NA,24,13,36,4457,1679,6159,4536,1504,6065,3823,1403,5255,3860,1339,5223,0,0,0,0,0,0,0,0,0,0,0,0,4771,1863.885725,4152,55.62,0.7,63.5,36,0,10563,10450,10163,9999,9801,9640,9532,9302,9070,8923,0.00156897904292278,0.00470693712876835,0.36971870447159,0.309761291045612,0.00840524487280063,0.00773282528297658,0.151182337778774,0.140311554409952,8923,4152,4771,7056,3192,3864,39.2,35.1,42.1
"54",54,1107,"Alabama","pickens county",2305.41507,32551,7265,7798,533,56,70,82,95,118,124,142,170,199,237,281,311,344,374,415,457,529,563,579,613,638,668,684,723,803,860,932,1008,1077,1153,1257,2,2,3,4,4,6,6,6,6,6,6,7,9,10,10,11,11,11,12,13,14,14,15,15,17,18,18,18,18,18,18,34,17,40,68,4594,5434,10067,4448,5119,9599,3972,5454,9494,4022,5594,9656,0,0,0,0,0,0,0.72734829592685,0,0,0,0,0,9916,2282.893859,10014,55.3433333333333,0,63.2,59,0,19749,19354,19309,19300,20272,20776,20325,20204,19980,19930,0.00155544405418966,0.00165579528349222,0.209081786251882,0.190566984445559,0.0189663823381836,0.0334169593577521,0.264626191670848,0.271349724034119,19930,10014,9916,16066,7969,8097,41.9,39.5,44.8
"55",55,1109,"Alabama","pike county",1742.984496,37359,14038,15009,971,79,99,107,151,206,250,336,361,401,444,486,554,622,676,755,791,890,963,1049,1116,1161,1205,1242,1272,1302,1344,1393,1431,1502,1555,1599,0,0,0,0,0,1,2,3,5,5,5,6,7,8,8,8,8,8,9,9,9,10,12,12,12,13,14,14,14,14,14,63,46,82,86,5879,8004,13955,6009,7939,14057,5039,7681,13025,5636,8042,13812,0,0,0,0,0,0,0,0,0,0,0,0,17195,1740.647521,15919,54.6766666666667,0.05,64.4,127,0,32970,33025,33215,33715,33199,33496,33464,33349,33242,33114,0.00869722775865193,0.010025970888446,0.2058041915806,0.172555414628254,0.0114151114332307,0.0128042519780153,0.283263876306094,0.274747840792414,33114,15919,17195,26819,12603,14216,31.4,29.4,33.8
"56",56,1111,"Alabama","randolph county",1512.901354,32411,8941,9467,526,79,111,120,124,127,132,143,144,165,211,279,337,381,399,416,432,463,519,545,572,622,660,706,740,795,829,870,895,954,998,1049,4,7,7,7,7,8,8,8,9,9,9,11,11,11,11,12,12,12,12,12,12,13,13,13,14,16,16,18,20,21,21,63,35,73,76,3064,7175,10384,3076,7219,10391,2290,7697,10130,2203,8559,10823,0,0,0,0,0,0.105389797882579,0,0,0,0,0,0,11644,1503.615934,11078,53.6166666666667,2.2,61.4,76,0,22937,22745,22533,22547,22353,22594,22504,22687,22727,22722,0.00268462283249714,0.00189243904585864,0.101663585951941,0.0906610333597395,0.014259308159493,0.0157556553120324,0.383416952733034,0.370521961094974,22722,11078,11644,17925,8618,9307,44,42.9,45.2
"57",57,1113,"Alabama","russell county",1676.219258,33104,22322,23627,1305,63,81,105,140,175,212,301,370,457,570,722,952,1128,1260,1418,1445,1550,1627,1663,1682,1731,1765,1822,1859,1902,1953,2006,2022,2084,2180,2238,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,88,123,134,148,10085,8705,18915,10495,8276,18871,9577,9210,19136,11228,9864,21290,0,0,0,0,0.97938468992532,0,0,0,0,0,0,0,30194,1660.557977,27767,50.5,0.3,66,194,0,53321,54852,57500,59149,59224,58844,58185,56985,57784,57961,0.00567623056883077,0.00315729542278429,0.242352616414486,0.21250496023188,0.0287434654336537,0.0295371025344628,0.23431272752368,0.223960939252256,57961,27767,30194,43974,20669,23305,37.2,35.8,38.4
"58",58,1115,"Alabama","st clair county",1692.91879,38569,37217,39241,2024,76,84,91,104,128,141,181,212,285,412,614,865,1104,1305,1457,1535,1701,1844,1981,2132,2243,2340,2474,2590,2797,2999,3254,3499,3750,3984,4325,0,1,1,1,1,2,2,2,2,2,3,4,9,12,19,23,25,29,32,34,35,36,37,41,42,42,43,52,55,55,55,170,62,230,220,6091,27649,34088,5790,29001,35105,5550,31579,37937,7744,36166,44356,1.03466002272583,0,0,0,1.03466002272583,0,0,0,0,0,0,0,45160,1636.634176,44352,51.86,0.3,61.1,201,0,83571,83975,84761,85810,85996,86546,87306,87926,88654,89512,0.0047926534989722,0.00417821074269372,0.0459714898561087,0.0506635981767808,0.0121994816337474,0.0122106533202252,0.433349718473501,0.420513450710519,89512,44352,45160,69336,33933,35403,40.4,39,41.9
"59",59,1117,"Alabama","shelby county",2096.65061,54369,105324,110035,4711,328,370,404,453,522,554,674,798,1039,1353,1803,2356,2852,3214,3520,3760,3967,4561,4949,5348,5719,6043,6407,6706,7035,7436,7826,8319,9086,9805,10616,13,17,19,19,19,19,20,22,23,23,25,28,30,33,38,40,40,47,48,48,50,49,51,58,60,63,70,71,73,76,77,289,110,409,259,20625,69060,90643,19944,71243,92204,22927,72846,99208,33268,79700,114430,0.000241019376805491,0.131452365166864,0.000128323448022702,0,0.000241019376805491,0.131452365166864,0.000128323448022702,0,0,0,0,0,112499,2034.10782,105203,56.244,0.633333333333333,62.9666666666667,491,0,196032,197952,200912,204039,206280,208959,211282,213633,215583,217702,0.0125033302404204,0.010114744007864,0.0713773874378738,0.0618184490725855,0.0283231205960441,0.0297149314200145,0.39746074909739,0.374654344011539,217702,105203,112499,167202,79699,87503,39.8,39,40.7
